code,name,date,open,high,low,close,volume,amount,turnover,raw_open,raw_close,raw_prev_date,raw_prev_close,scale
000153,丰原药业,2026-06-04,46.97446944865775,47.47776733560766,45.80010771244131,46.051756655916265,5307672.0,29362621.0,0.011566869451053207,5.6,5.49,2026-06-03,5.64,8.388298115831741
000155,川能动力,2026-06-04,22.409957974297658,22.53921512195042,21.812143666403635,21.973715100969585,39107305.0,535311203.0,0.02118295721485186,13.87,13.6,2026-06-03,14.0,1.6157143456595284
000156,华数传媒,2026-06-04,13.440702781844802,13.539531478770131,13.084919472913617,13.20351390922401,9373278.0,62860720.0,0.005514095544753707,6.8,6.68,2026-06-03,6.83,1.9765739385065886
000157,中联重科,2026-06-04,674.3181192753233,698.6010432381466,672.4502020474139,690.1954157125539,85708065.0,634685939.0,0.012123348027466518,7.22,7.39,2026-06-03,7.25,93.39586139547414
000158,常山北明,2026-06-04,44.47670871333072,44.62447186520225,42.73310352124666,42.88086667311819,31335298.0,458937534.0,0.019733653988631743,15.05,14.51,2026-06-03,15.2,2.955263037430613
000159,国际实业,2026-06-04,22.079999923706055,22.401865811806726,21.661574269175183,22.144373101326188,25007135.0,171574825.0,0.05202574199095675,6.86,6.88,2026-06-03,6.86,3.2186588810067134
000166,申万宏源,2026-06-04,6.918480535753729,6.9815190827765425,6.745124531440994,6.808163078463807,89850623.0,390975275.0,0.003987069016911232,4.39,4.32,2026-06-03,4.41,1.5759636755703257
000301,东方盛虹,2026-06-04,27.763181285023283,27.78659037548283,26.873635847560482,27.201363113994145,19091043.0,221892767.0,0.0028890244504974905,11.86,11.62,2026-06-03,11.88,2.3409090459547457
000333,美的集团,2026-06-04,462.9701840047787,471.0390123183294,461.5595496842279,465.05792279919393,24365847.0,2019048245.0,0.0035508179514182826,82.05,82.42,2026-06-03,82.61,5.642537282203275
000338,潍柴动力,2026-06-04,757.8393908377435,797.5033292247297,745.1657063827301,791.8705805780572,86209021.0,2890569085.0,0.017404594868697065,32.29,33.74,2026-06-03,32.27,23.469786027802524
000400,许继电气,2026-06-04,213.95763312118572,213.95763312118572,199.34508231430615,200.17534088287886,45923216.0,1134222774.0,0.045392071613503844,25.77,24.11,2026-06-03,25.91,8.302585685727037
000401,金隅冀东,2026-06-04,29.790300531387327,30.01485053539276,29.341200523376465,29.41605052471161,7480868.0,29562962.0,0.002842972171252014,3.98,3.93,2026-06-03,4.0,7.485000133514404
000402,金 融 街,2026-06-04,111.14899480422872,114.15302169082949,107.39396119597774,108.52047127845304,76623400.0,225125918.0,0.02563809706938948,2.96,2.89,2026-06-03,2.98,37.5503360825097
000403,派林生物,2026-06-04,138.1587932727955,139.8803981733911,136.4371883721999,138.1587932727955,13556675.0,173676003.0,0.014411509862815456,12.84,12.84,2026-06-03,12.96,10.76003062872239
000404,长虹华意,2026-06-04,36.82277136509961,37.64613768133786,36.22811791448309,36.86851393822396,14041475.0,112532783.0,0.020269817292436754,8.05,8.06,2026-06-03,8.08,4.574257312434734
000407,胜利股份,2026-06-04,54.217611844422386,54.86000061035156,53.44674532530738,53.83217858486489,11845700.0,49743587.0,0.01352596639454198,4.22,4.19,2026-06-03,4.27,12.847775318583505
000408,藏格矿业,2026-06-04,575.5926399087726,578.4341731943982,561.1663939971351,565.756563150838,8956088.0,697976904.0,0.005708520598557566,79.0,77.65,2026-06-03,79.9,7.28598278365535
000409,云鼎科技,2026-06-04,22.626943790491307,22.650415723883935,22.180977056031413,22.204448989424044,5506118.0,52367167.0,0.00932476365837925,9.64,9.46,2026-06-03,9.62,2.3471933392625837
000410,沈阳机床,2026-06-04,15.231043871711284,15.491651086246268,14.9704366571763,15.173131157370177,16769292.0,87908141.0,0.008507933041128136,5.26,5.24,2026-06-03,5.27,2.8956357170553773
000411,英特集团,2026-06-04,39.8043359147604,40.51755353780644,39.53263396312381,39.6684849389421,13954900.0,164350669.0,0.024754320434168666,11.72,11.68,2026-06-03,11.81,3.3962743954573718
000415,渤海租赁,2026-06-04,95.14086447391414,96.82690511016071,93.21396088963233,94.41827562980846,56257730.0,221139463.0,0.010431787052071486,3.95,3.92,2026-06-03,3.94,24.086294803522566
