code,name,date,open,high,low,close,volume,amount,turnover,raw_open,raw_high,raw_low,raw_close,raw_prev_date,raw_prev_close,scale
000001,平安银行,2026-07-31,1644.984612138936,1663.5800903631155,1613.5153412980171,1663.5800903631155,202497895.0,2318839881.0,0.01043502330182678,11.5,11.63,11.28,11.63,2026-07-30,11.61,143.04214018599444
000002,万  科Ａ,2026-07-31,524.3833113019369,535.5404030317653,522.7894410548186,532.3526625375287,125602653.0,418168882.0,0.012926158487102456,3.29,3.36,3.28,3.34,2026-07-30,3.33,159.38702471183493
000006,深振业Ａ,2026-07-31,328.02243540894403,345.06927063492066,327.5058646445205,336.8041384041441,24011094.0,157352525.0,0.017786060823811352,6.35,6.68,6.34,6.52,2026-07-30,6.37,51.65707644235339
000007,全新好,2026-07-31,102.34566432398533,108.72776357321342,101.88151165131418,106.9871910506967,11972177.0,109968107.0,0.03455691901669389,8.82,9.37,8.78,9.22,2026-07-30,8.71,11.603816816778382
000008,神州高铁,2026-07-31,62.93123713404127,63.464552702973826,62.664579349575,63.19789491850756,18943368.0,44872803.0,0.006973967991994419,2.36,2.38,2.35,2.37,2026-07-30,2.35,26.66577844662766
000009,中国宝安,2026-07-31,69.86807471483793,78.88977733224887,69.16638673348376,78.88977733224887,144318475.0,1105250727.0,0.05602380763694748,6.97,7.87,6.9,7.87,2026-07-30,7.15,10.024114019345472
000011,深物业A,2026-07-31,35.9705963303199,36.78810988328171,35.28933503618505,36.06143116953788,17825969.0,140922586.0,0.03385906380080413,7.92,8.1,7.77,7.94,2026-07-30,7.99,4.541741960898977
000012,南  玻Ａ,2026-07-31,147.3258670014439,148.8065289813579,145.1048740315729,145.4750395265514,32543297.0,129043925.0,0.016609514273098605,3.98,4.02,3.92,3.93,2026-07-30,3.93,37.01654949785023
000014,沙河股份,2026-07-31,111.99242710094472,114.69646960640014,111.99242710094472,112.8937746027632,7254200.0,72882640.0,0.02997030848124282,9.94,10.18,9.94,10.02,2026-07-30,9.98,11.266843772730859
000017,深中华A,2026-07-31,19.03588315644979,19.676821983266276,18.683366801700718,19.420446452539682,11716721.0,70650947.0,0.026579259434383294,5.94,6.14,5.83,6.06,2026-07-30,5.82,3.2046941340824557
000019,深粮控股,2026-07-31,38.25060860859023,39.07937179510968,38.25060860859023,39.015620780762035,5419340.0,32891666.0,0.013020799076742707,6.0,6.13,6.0,6.12,2026-07-30,6.08,6.375101434765038
000020,深华发Ａ,2026-07-31,24.689028227517806,25.48311977869528,24.689028227517806,25.266549355646877,4468400.0,46827166.0,0.02466475509110898,10.26,10.59,10.26,10.5,2026-07-30,10.37,2.406338033871131
000021,深科技,2026-07-31,619.6050727422139,619.7619347859461,583.6836647275387,583.9973888150031,157402853.0,6071401515.0,0.09999192900615325,39.5,39.51,37.21,37.23,2026-07-30,36.42,15.686204373220605
000025,特  力Ａ,2026-07-31,42.80786224542195,43.59076240405802,41.60555128751657,42.584176485811646,17868209.0,271211948.0,0.0454918413012205,15.31,15.59,14.88,15.23,2026-07-30,15.64,2.7960719951288016
000026,飞亚达,2026-07-31,170.09763094854762,172.46868883449707,168.03584148250462,168.75746779561968,6616019.0,109139472.0,0.01814791995165316,16.5,16.73,16.3,16.37,2026-07-30,16.2,10.308947330215007
000027,深圳能源,2026-07-31,152.513526914374,154.4110513549883,152.03914580422045,153.93667024483474,26393472.0,170652551.0,0.005547889171588348,6.43,6.51,6.41,6.49,2026-07-30,6.47,23.719055507678696
000028,国药一致,2026-07-31,117.31599531692127,117.76291339431906,116.03110584440262,117.42772483627073,3360094.0,70305104.0,0.006389734752320605,21.0,21.08,20.77,21.02,2026-07-30,21.0,5.586475967472442
000029,深深房Ａ,2026-07-31,43.57303077031978,45.56874210331153,43.240412214821156,44.8813304219477,7263714.0,147272523.0,0.008146282215194133,19.65,20.55,19.5,20.24,2026-07-30,19.5,2.2174570366574953
000030,富奥股份,2026-07-31,18.15220433048943,18.2788476165161,17.941132187111645,18.109989901813872,9799872.0,42097447.0,0.0058650047276445644,4.3,4.33,4.25,4.29,2026-07-30,4.28,4.221442867555681
000031,大悦城,2026-07-31,40.74267318857364,40.9278671576126,40.18709128145672,40.9278671576126,29370801.0,64338311.0,0.006852242910576973,2.2,2.21,2.17,2.21,2026-07-30,2.19,18.519396903897107
000032,深桑达Ａ,2026-07-31,59.996205781652634,61.86965927521527,59.03663204104737,61.86965927521527,63445723.0,845913611.0,0.052210996702856144,13.13,13.54,12.92,13.54,2026-07-30,12.31,4.569398764786948
000034,神州数码,2026-07-31,103.66197734548015,105.75400242370442,102.85078394780135,102.89347833715287,52698540.0,1287199518.0,0.06206050041401389,24.28,24.77,24.09,24.1,2026-07-30,23.33,4.269438935151571
000035,中国天楹,2026-07-31,22.625156068116624,23.40533386356892,22.533370445122237,23.084084183088567,39714068.0,199054997.0,0.017169747476585374,4.93,5.1,4.91,5.03,2026-07-30,5.01,4.589281149719397
000036,华联控股,2026-07-31,42.056852049477214,42.81171862472424,42.056852049477214,42.16469013165536,24758937.0,97368498.0,0.01764737578303355,3.9,3.97,3.9,3.91,2026-07-30,3.86,10.78380821781467
