code,name,date,open,high,low,close,volume,amount,turnover,raw_open,raw_high,raw_low,raw_close,raw_prev_date,raw_prev_close,scale
000001,平安银行,2026-08-05,1632.1108195221966,1644.984612138936,1599.2111272794177,1609.2240770924375,151150993.0,1703942517.0,0.007789039654211007,11.41,11.5,11.18,11.25,2026-08-04,11.44,143.04214018599444
000002,万  科Ａ,2026-08-05,518.0078303134634,522.7894410548184,516.4139600663451,522.7894410548184,100243690.0,326826457.0,0.01031638897207026,3.25,3.28,3.24,3.28,2026-08-04,3.26,159.3870247118349
000006,深振业Ａ,2026-08-05,344.5526998704971,351.26811980800306,344.0361291060736,350.75154904357953,16164601.0,109014568.0,0.011973822458012193,6.67,6.8,6.66,6.79,2026-08-04,6.7,51.65707644235339
000007,全新好,2026-08-05,107.68342005970338,113.48532846809256,107.68342005970338,110.81645060023355,10702362.0,102049591.0,0.030891679677083124,9.28,9.78,9.28,9.55,2026-08-04,9.28,11.603816816778382
000008,神州高铁,2026-08-05,65.06449940977149,65.33115719423778,64.26452605637266,64.53118384083893,28750800.0,69786573.0,0.010584557030419994,2.44,2.45,2.41,2.42,2026-08-04,2.44,26.66577844662766
000009,中国宝安,2026-08-05,78.68929505186195,79.19050075282924,76.18326654702558,76.5842311077994,68603956.0,527018798.0,0.02663175892121649,7.85,7.9,7.6,7.64,2026-08-04,7.91,10.024114019345472
000011,深物业A,2026-08-05,36.28851826758283,37.24228407937161,36.19768342836485,36.92436214210869,10275000.0,83064285.0,0.01951657610047804,7.99,8.2,7.97,8.13,2026-08-04,8.0,4.541741960898977
000012,南  玻Ａ,2026-08-05,145.1048740315729,146.9557015064654,144.3645430416159,146.5855360114869,28239653.0,111035897.0,0.014413011673981645,3.92,3.97,3.9,3.96,2026-08-04,3.95,37.01654949785023
000014,沙河股份,2026-08-05,113.56978522912705,114.80913804412744,112.7811061650359,114.1331274177636,5620100.0,56737038.0,0.023219118675447712,10.08,10.19,10.01,10.13,2026-08-04,10.1,11.266843772730859
000017,深中华A,2026-08-05,19.45249339388051,20.093432220697,19.292258687176385,19.86910363131123,9504757.0,58522702.0,0.021561442161486193,6.07,6.27,6.02,6.2,2026-08-04,6.07,3.204694134082456
000019,深粮控股,2026-08-05,39.015620780762035,39.015620780762035,38.56936368032848,38.82436773771908,5115718.0,31077763.0,0.01229130045564147,6.12,6.12,6.05,6.09,2026-08-04,6.11,6.375101434765038
000020,深华发Ａ,2026-08-05,26.108767667501773,26.421591611905022,26.012514146146927,26.277211329872753,3667900.0,39942310.0,0.02024614072121534,10.85,10.98,10.81,10.92,2026-08-04,10.85,2.406338033871131
000021,深科技,2026-08-05,573.8013559724097,616.624693911302,570.5072530540333,607.0561092436375,162070457.0,6181916477.0,0.10295707683480688,36.58,39.31,36.37,38.7,2026-08-04,36.54,15.686204373220605
000025,特  力Ａ,2026-08-05,43.08746944493483,43.199312324739985,42.164765686542324,42.72398008556809,9119206.0,139056519.0,0.023217182659165097,15.41,15.45,15.08,15.28,2026-08-04,15.54,2.7960719951288016
000026,飞亚达,2026-08-05,166.28332043636806,176.90153618648952,165.45860464995087,176.0768204000723,13561869.0,226794008.0,0.03720057530167409,16.13,17.16,16.05,17.08,2026-08-04,16.34,10.308947330215007
000027,深圳能源,2026-08-05,154.88543246514186,154.88543246514186,152.27633635929718,152.75071746945076,25161256.0,162318984.0,0.005288878238753974,6.53,6.53,6.42,6.44,2026-08-04,6.52,23.71905550767869
000028,国药一致,2026-08-05,116.58975344114987,116.64561820082459,114.63448685253451,115.0814049299323,3245533.0,66968919.0,0.006171879417630385,20.87,20.88,20.52,20.6,2026-08-04,20.83,5.586475967472442
