code,name,date,open,high,low,close,volume,amount,turnover,raw_open,raw_high,raw_low,raw_close,raw_prev_date,raw_prev_close,scale
000001,平安银行,2026-06-24,1558.4733742322567,1573.0658215565286,1533.6662137809942,1533.6662137809942,112584114.0,1193370304.0,0.0058016299527732015,10.68,10.78,10.51,10.51,2026-06-23,10.71,145.92447324272067
000002,万  科Ａ,2026-06-24,522.6621836220347,526.04511037687,500.6731597156061,502.36462309302374,153211485.0,460458779.0,0.015767468997285598,3.09,3.11,2.96,2.97,2026-06-23,3.09,169.14633774175883
000006,深振业Ａ,2026-06-24,404.88073701712494,404.88073701712494,384.68847519657777,389.3482279243963,28297748.0,214024793.0,0.020961530111872087,7.82,7.82,7.43,7.52,2026-06-23,7.86,51.77503030909526
000007,全新好,2026-06-24,162.1935565048103,164.24206353347432,156.53003707262152,164.24206353347432,7853074.0,104654138.0,0.022667393094013253,13.46,13.63,12.99,13.63,2026-06-23,13.22,12.050041345082487
000008,神州高铁,2026-06-24,65.61823983028016,65.61823983028016,62.66004049366917,64.81145819302263,33583800.0,80059186.0,0.012363817577188078,2.44,2.44,2.33,2.41,2026-06-23,2.45,26.8927212419181
000009,中国宝安,2026-06-24,69.42563221755537,69.42563221755537,67.07395395392685,67.89192900214546,24335925.0,161390283.0,0.009447100801662304,6.79,6.79,6.56,6.64,2026-06-23,6.77,10.22468810273275
000011,深物业A,2026-06-24,34.6373188942467,34.92123134419954,33.12311916116487,33.17043790282368,7046001.0,49943812.0,0.013383339632169769,7.32,7.38,7.0,7.01,2026-06-23,7.36,4.731874165880696
000012,南  玻Ａ,2026-06-24,169.84379009608804,175.32262203467153,166.55649093293792,169.11327917094357,111781073.0,522250135.0,0.05705105194030516,4.65,4.8,4.56,4.63,2026-06-23,4.67,36.52554625722323
000014,沙河股份,2026-06-24,115.97682681566272,116.09097723575687,108.78535034973086,109.69855371048412,6758700.0,65625943.0,0.02792317883876594,10.16,10.17,9.53,9.61,2026-06-23,10.16,11.415042009415622
000017,深中华A,2026-06-24,17.177206028773135,17.339868964651668,16.786814982664655,16.982010505718893,8187088.0,42774705.0,0.018572323772506512,5.28,5.33,5.16,5.22,2026-06-23,5.29,3.2532587175706693
