code,name,date,open,high,low,close,volume,amount,turnover,raw_open,raw_high,raw_low,raw_close,raw_prev_date,raw_prev_close,scale
000001,平安银行,2026-05-06,1678.1300048828125,1678.1300048828125,1648.93994140625,1657.699951171875,121638752.0,1380730880.0,0.0062682293355464935,11.500004474267,11.500004474267,11.29996880384345,11.36,2026-04-30,11.489999553751513,145.92429147639746
000002,万  科Ａ,2026-05-06,666.4299926757812,681.6599731445312,657.97998046875,678.27001953125,182828688.0,726387520.0,0.01881546713411808,3.940000580413031,4.030041743845103,3.890043265517095,4.01,2026-04-30,3.9100261914754695,169.14464327462593
000006,深振业Ａ,2026-05-06,496.5199890136719,498.0799865722656,481.510009765625,490.30999755859375,42610056.0,401899200.0,0.03156336024403572,9.589941709066544,9.620071987774795,9.300034295008528,9.47,2026-04-30,9.700033520103162,51.77507893966143
000007,全新好,2026-05-06,197.74000549316406,197.74000549316406,183.16000366210938,192.44000244140625,17763976.0,285196288.0,0.05127457529306412,16.40983084422556,16.40983084422556,15.199881632585745,15.97,2026-04-30,15.509422429785308,12.050094078985989
000008,神州高铁,2026-05-06,72.61000061035156,72.87999725341797,72.06999969482422,72.61000061035156,48025280.0,129522280.0,0.017680423334240913,2.7,2.710039814490449,2.679920087320369,2.7,2026-04-30,2.6899599018108176,26.892592818648726
000009,中国宝安,2026-05-06,88.44999694824219,90.29000091552734,88.04000091552734,89.37000274658203,42868936.0,373947360.0,0.016641536727547646,8.650027409305437,8.829971844572754,8.60993156936137,8.74,2026-04-30,8.650027409305437,10.22540077192014
000011,深物业A,2026-05-06,38.18000030517578,38.41999816894531,37.79999923706055,37.849998474121094,7224835.0,58088268.0,0.013723021373152733,8.069749399071775,8.120475501781367,7.98943212912524,8.0,2026-04-30,8.069749399071775,4.731249809265137
000012,南  玻Ａ,2026-05-06,147.55999755859375,149.02000427246094,145.74000549316406,147.1999969482422,29735780.0,119698800.0,0.015176608227193356,4.0398559951752375,4.079827647205595,3.9900287657204667,4.03,2026-04-30,4.03,36.52605383331071
000014,沙河股份,2026-05-06,150.3300018310547,151.47999572753906,149.30999755859375,149.52999877929688,7842061.0,103195360.0,0.032399021089076996,13.17008653824371,13.270835017926244,13.08072616856324,13.1,2026-04-30,13.200748479682533,11.41450372361045
000017,深中华A,2026-05-06,21.010000228881836,21.010000228881836,20.75,20.850000381469727,7137431.0,45741896.0,0.016191188246011734,6.459189400630569,6.459189400630569,6.379256478009918,6.41,2026-04-30,6.41,3.2527301687160257
000019,深粮控股,2026-05-06,49.310001373291016,50.849998474121094,49.11000061035156,50.27000045776367,18608520.0,144647568.0,0.044709835201501846,7.670662566695546,7.910224476757779,7.639550453070232,7.82,2026-04-30,7.689329597505051,6.428388805340623
000020,深华发Ａ,2026-05-06,38.529998779296875,38.86000061035156,37.970001220703125,38.380001068115234,7281860.0,116048016.0,0.040194541215896606,16.012336201843794,16.149478699468556,15.779611845121703,15.95,2026-04-30,15.962466923305602,2.4062696594429616
000021,深科技,2026-05-06,500.32000732421875,519.8599853515625,500.32000732421875,508.92999267578125,126080480.0,3896584960.0,0.08009982854127884,30.200284609265495,31.37975552597055,30.200284609265495,30.72,2026-04-30,29.220005504713242,16.566731532414757
000025,特  力Ａ,2026-05-06,46.130001068115234,46.18000030517578,44.939998626708984,45.15999984741211,7521422.0,122801888.0,0.019149279221892357,16.660325951353485,16.678383691814357,16.230544288711428,16.31,2026-04-30,16.598927980525783,2.7688534547769534
000026,飞亚达,2026-05-06,185.89999389648438,186.30999755859375,181.50999450683594,182.32000732421875,15015557.0,270210208.0,0.0411880798637867,18.200497793702386,18.24063911157562,17.770695874235177,17.85,2026-04-30,18.1300062334059,10.214006012561274
000027,深圳能源,2026-05-06,169.16000366210938,173.10000610351562,167.1999969482422,173.10000610351562,51869584.0,360474656.0,0.010902950540184975,6.879759582845349,7.04,6.800045852174691,7.04,2026-04-30,6.839902407221541,24.588069048794832
000028,国药一致,2026-05-06,139.27000427246094,139.72999572753906,138.58999633789062,139.55999755859375,4286464.0,105130128.0,0.008966506458818913,24.518945721088222,24.599928740929023,24.399228071011756,24.57,2026-04-30,24.53831169302587,5.680097580732347
000029,深深房Ａ,2026-05-06,49.060001373291016,49.88999938964844,48.279998779296875,48.5099983215332,9627300.0,204899536.0,0.010797052644193172,21.379683877890365,21.741385767663616,21.03976931578829,21.14,2026-04-30,21.26202133666965,2.2947019073572945
000030,富奥股份,2026-05-06,21.6299991607666,21.719999313354492,21.510000228881836,21.6299991607666,16654550.0,84876240.0,0.009967376478016376,5.1,5.121220563846845,5.07170621468528,5.1,2026-04-30,5.090568888135629,4.241176306032667
000031,大悦城,2026-05-06,59.220001220703125,59.79999923706055,57.880001068115234,59.41999816894531,26304068.0,80521264.0,0.006136770360171795,3.0795996198399185,3.1097610793783184,3.0099160015448816,3.09,2026-04-30,3.0598385404616,19.22977287020884
000032,深桑达Ａ,2026-05-06,74.04000091552734,77.2699966430664,74.04000091552734,75.81999969482422,28832508.0,516429248.0,0.025337031111121178,17.421176756126734,18.181175753900806,17.421176756126734,17.84,2026-04-30,17.34117582232587,4.249999982893734
000034,神州数码,2026-05-06,123.52999877929688,130.52999877929688,123.52999877929688,127.77999877929688,45415712.0,1780574976.0,0.07490384578704834,38.118546708398064,40.27858742397772,38.118546708398064,39.43,2026-04-30,37.66802421308807,3.2406796545599006
000035,中国天楹,2026-05-06,31.06999969482422,31.59000015258789,30.8799991607666,31.350000381469727,45067108.0,295541152.0,0.019484050571918488,6.531141802151794,6.6404497120390324,6.491202296435558,6.59,2026-04-30,6.531141802151794,4.7572079486297
000036,华联控股,2026-05-06,63.52000045776367,63.97999954223633,62.15999984741211,63.52000045776367,47785928.0,265204528.0,0.0340602733194828,5.59,5.630481657173664,5.4703148086102376,5.59,2026-04-30,5.59,11.363148561317294
000037,深南电A,2026-05-06,64.5199966430664,65.87000274658203,63.93000030517578,65.69999694824219,36327300.0,401787872.0,0.10718922317028046,10.979202374054019,11.20892945074163,10.878804210218279,11.18,2026-04-30,10.798825307759572,5.876565022204131
000039,中集集团,2026-05-06,649.9199829101562,708.6699829101562,635.8800048828125,694.6300048828125,119455664.0,1567366144.0,0.05190549045801163,12.500080489820679,13.630034558148632,12.230045931672047,13.36,2026-04-30,12.390066801876632,51.99326383853387
000042,中洲控股,2026-05-06,132.1199951171875,138.60000610351562,131.7100067138672,131.85000610351562,27471484.0,272003040.0,0.04136702045798302,9.779985533951123,10.259658679941793,9.74963675404083,9.76,2026-04-30,9.629717902788615,13.509221936835617
000045,深纺织Ａ,2026-05-06,36.41999816894531,36.869998931884766,36.2400016784668,36.630001068115234,8041100.0,97699312.0,0.017594562843441963,12.070400351581153,12.219540649227506,12.010745496798435,12.14,2026-04-30,12.010745496798435,3.017298275792029
000048,京基智农,2026-05-06,155.69000244140625,158.1199951171875,153.0500030517578,154.85000610351562,12433659.0,182866080.0,0.02346847765147686,14.7495785972951,14.979788420663661,14.499473401818047,14.67,2026-04-30,14.739157487251497,10.55555597160979
000049,德赛电池,2026-05-06,275.1600036621094,277.6099853515625,273.75,276.95001220703125,18360656.0,537244096.0,0.04774770140647888,29.20004387500829,29.46003650428899,29.050413956962228,29.39,2026-04-30,29.040863524559185,9.423273637530835
000050,深天马Ａ,2026-05-06,64.73999786376953,65.8499984741211,64.23999786376953,64.41000366210938,33333728.0,255632816.0,0.013562880456447601,7.63893736671362,7.769910882612277,7.5799403199204765,7.6,2026-04-30,7.62005877985603,8.475000481856497
000055,方大集团,2026-05-06,38.290000915527344,39.02000045776367,38.08000183105469,38.599998474121094,15066127.0,55993740.0,0.022291971370577812,3.6802048966879135,3.7503680678992417,3.6600210460611864,3.71,2026-04-30,3.650409426730039,10.404312257175498
000058,深 赛 格,2026-05-06,38.689998626708984,38.880001068115234,38.45000076293945,38.7400016784668,7554300.0,62086972.0,0.007671370171010494,8.219377256114175,8.259741737916524,8.168391651229157,8.23,2026-04-30,8.198133389145681,4.707169098234118
